borough,year_and_month,month,year,season,pandemic_period,recovery_success
barnet,2018-07-01,july,2018,summer,pre-pandemic,0
redbridge,2018-07-01,july,2018,summer,pre-pandemic,0
lewisham,2018-08-01,august,2018,summer,pre-pandemic,0
enfield,2018-08-01,august,2018,summer,pre-pandemic,0
westminster,2018-08-01,august,2018,summer,pre-pandemic,1
lambeth,2018-08-01,august,2018,summer,pre-pandemic,0
bexley,2018-08-01,august,2018,summer,pre-pandemic,1
kensington and chelsea,2018-08-01,august,2018,summer,pre-pandemic,0
barnet,2018-08-01,august,2018,summer,pre-pandemic,0
barnet,2018-08-01,august,2018,summer,pre-pandemic,0
barnet,2018-08-01,august,2018,summer,pre-pandemic,0
hounslow,2018-08-01,august,2018,summer,pre-pandemic,0
bexley,2018-08-01,august,2018,summer,pre-pandemic,1
bexley,2018-08-01,august,2018,summer,pre-pandemic,1
havering,2018-08-01,august,2018,summer,pre-pandemic,0
kensington and chelsea,2018-08-01,august,2018,summer,pre-pandemic,0
harrow,2018-08-01,august,2018,summer,pre-pandemic,0
ealing,2018-08-01,august,2018,summer,pre-pandemic,0
bromley,2018-08-01,august,2018,summer,pre-pandemic,1
merton,2018-08-01,august,2018,summer,pre-pandemic,1
bromley,2018-08-01,august,2018,summer,pre-pandemic,1
redbridge,2018-08-01,august,2018,summer,pre-pandemic,0
wandsworth,2018-08-01,august,2018,summer,pre-pandemic,0
harrow,2018-08-01,august,2018,summer,pre-pandemic,0
greenwich,2018-08-01,august,2018,summer,pre-pandemic,0
barnet,2018-09-01,september,2018,autumn,pre-pandemic,0
barnet,2018-09-01,september,2018,autumn,pre-pandemic,0
havering,2018-09-01,september,2018,autumn,pre-pandemic,0
croydon,2018-09-01,september,2018,autumn,pre-pandemic,0
islington,2018-09-01,september,2018,autumn,pre-pandemic,0
enfield,2018-09-01,september,2018,autumn,pre-pandemic,0
westminster,2018-09-01,september,2018,autumn,pre-pandemic,0
croydon,2018-09-01,september,2018,autumn,pre-pandemic,0
havering,2018-09-01,september,2018,autumn,pre-pandemic,0
hounslow,2018-09-01,september,2018,autumn,pre-pandemic,0
harrow,2018-09-01,september,2018,autumn,pre-pandemic,1
ealing,2018-09-01,september,2018,autumn,pre-pandemic,0
wandsworth,2018-09-01,september,2018,autumn,pre-pandemic,0
ealing,2018-09-01,september,2018,autumn,pre-pandemic,0
tower hamlets,2018-09-01,september,2018,autumn,pre-pandemic,0
lewisham,2018-09-01,september,2018,autumn,pre-pandemic,0
lewisham,2018-09-01,september,2018,autumn,pre-pandemic,0
havering,2018-09-01,september,2018,autumn,pre-pandemic,0
havering,2018-09-01,september,2018,autumn,pre-pandemic,0
barnet,2018-09-01,september,2018,autumn,pre-pandemic,1
ealing,2018-09-01,september,2018,autumn,pre-pandemic,0
southwark,2018-09-01,september,2018,autumn,pre-pandemic,0
hackney,2018-09-01,september,2018,autumn,pre-pandemic,0
ealing,2018-09-01,september,2018,autumn,pre-pandemic,0
haringey,2018-09-01,september,2018,autumn,pre-pandemic,0
southwark,2018-09-01,september,2018,autumn,pre-pandemic,0
barking and dagenham,2018-09-01,september,2018,autumn,pre-pandemic,0
hackney,2018-09-01,september,2018,autumn,pre-pandemic,0
brent,2018-09-01,september,2018,autumn,pre-pandemic,0
haringey,2018-09-01,september,2018,autumn,pre-pandemic,0
southwark,2018-10-01,october,2018,autumn,pre-pandemic,0
hammersmith and fulham,2018-10-01,october,2018,autumn,pre-pandemic,0
westminster,2018-10-01,october,2018,autumn,pre-pandemic,0
redbridge,2018-10-01,october,2018,autumn,pre-pandemic,0
barking and dagenham,2018-10-01,october,2018,autumn,pre-pandemic,0
westminster,2018-10-01,october,2018,autumn,pre-pandemic,0
islington,2018-10-01,october,2018,autumn,pre-pandemic,0
havering,2018-10-01,october,2018,autumn,pre-pandemic,0
bromley,2018-10-01,october,2018,autumn,pre-pandemic,0
westminster,2018-10-01,october,2018,autumn,pre-pandemic,1
greenwich,2018-10-01,october,2018,autumn,pre-pandemic,0
hackney,2018-10-01,october,2018,autumn,pre-pandemic,0
tower hamlets,2018-10-01,october,2018,autumn,pre-pandemic,0
westminster,2018-10-01,october,2018,autumn,pre-pandemic,0
westminster,2018-10-01,october,2018,autumn,pre-pandemic,0
merton,2018-10-01,october,2018,autumn,pre-pandemic,0
haringey,2018-10-01,october,2018,autumn,pre-pandemic,0
croydon,2018-10-01,october,2018,autumn,pre-pandemic,0
tower hamlets,2018-10-01,october,2018,autumn,pre-pandemic,0
newham,2018-10-01,october,2018,autumn,pre-pandemic,0
camden,2018-10-01,october,2018,autumn,pre-pandemic,0
islington,2018-10-01,october,2018,autumn,pre-pandemic,0
barnet,2018-11-01,november,2018,autumn,pre-pandemic,0
tower hamlets,2018-11-01,november,2018,autumn,pre-pandemic,0
croydon,2018-11-01,november,2018,autumn,pre-pandemic,0
croydon,2018-11-01,november,2018,autumn,pre-pandemic,0
kensington and chelsea,2018-11-01,november,2018,autumn,pre-pandemic,1
hillingdon,2018-11-01,november,2018,autumn,pre-pandemic,0
ealing,2018-11-01,november,2018,autumn,pre-pandemic,0
camden,2018-11-01,november,2018,autumn,pre-pandemic,0
waltham forest,2018-11-01,november,2018,autumn,pre-pandemic,0
hillingdon,2018-11-01,november,2018,autumn,pre-pandemic,0
southwark,2018-11-01,november,2018,autumn,pre-pandemic,0
merton,2018-11-01,november,2018,autumn,pre-pandemic,0
westminster,2018-11-01,november,2018,autumn,pre-pandemic,0
barnet,2018-11-01,november,2018,autumn,pre-pandemic,0
southwark,2018-12-01,december,2018,winter,pre-pandemic,0
barking and dagenham,2018-12-01,december,2018,winter,pre-pandemic,0
haringey,2018-12-01,december,2018,winter,pre-pandemic,0
havering,2018-12-01,december,2018,winter,pre-pandemic,0
waltham forest,2018-12-01,december,2018,winter,pre-pandemic,0
lambeth,2018-12-01,december,2018,winter,pre-pandemic,0
greenwich,2018-12-01,december,2018,winter,pre-pandemic,0
hackney,2018-12-01,december,2018,winter,pre-pandemic,0
enfield,2018-12-01,december,2018,winter,pre-pandemic,0
redbridge,2018-12-01,december,2018,winter,pre-pandemic,0
hounslow,2018-12-01,december,2018,winter,pre-pandemic,0
kensington and chelsea,2018-12-01,december,2018,winter,pre-pandemic,0
lambeth,2018-12-01,december,2018,winter,pre-pandemic,1
lambeth,2018-12-01,december,2018,winter,pre-pandemic,0
merton,2018-12-01,december,2018,winter,pre-pandemic,1
haringey,2018-12-01,december,2018,winter,pre-pandemic,0
enfield,2018-12-01,december,2018,winter,pre-pandemic,0
islington,2018-12-01,december,2018,winter,pre-pandemic,0
lewisham,2018-12-01,december,2018,winter,pre-pandemic,0
lambeth,2018-12-01,december,2018,winter,pre-pandemic,0
islington,2018-12-01,december,2018,winter,pre-pandemic,0
westminster,2018-12-01,december,2018,winter,pre-pandemic,0
croydon,2018-12-01,december,2018,winter,pre-pandemic,0
brent,2018-12-01,december,2018,winter,pre-pandemic,0
redbridge,2018-12-01,december,2018,winter,pre-pandemic,0
merton,2019-01-01,january,2019,winter,pre-pandemic,0
barnet,2019-01-01,january,2019,winter,pre-pandemic,0
islington,2019-01-01,january,2019,winter,pre-pandemic,0
greenwich,2019-01-01,january,2019,winter,pre-pandemic,0
enfield,2019-01-01,january,2019,winter,pre-pandemic,0
camden,2019-01-01,january,2019,winter,pre-pandemic,0
westminster,2019-01-01,january,2019,winter,pre-pandemic,0
hillingdon,2019-01-01,january,2019,winter,pre-pandemic,0
hammersmith and fulham,2019-01-01,january,2019,winter,pre-pandemic,0
brent,2019-01-01,january,2019,winter,pre-pandemic,0
greenwich,2019-01-01,january,2019,winter,pre-pandemic,0
havering,2019-01-01,january,2019,winter,pre-pandemic,0
tower hamlets,2019-01-01,january,2019,winter,pre-pandemic,0
merton,2019-01-01,january,2019,winter,pre-pandemic,1
tower hamlets,2019-01-01,january,2019,winter,pre-pandemic,0
enfield,2019-01-01,january,2019,winter,pre-pandemic,0
haringey,2019-01-01,january,2019,winter,pre-pandemic,0
southwark,2019-01-01,january,2019,winter,pre-pandemic,0
hackney,2019-01-01,january,2019,winter,pre-pandemic,0
hounslow,2019-01-01,january,2019,winter,pre-pandemic,0
tower hamlets,2019-01-01,january,2019,winter,pre-pandemic,0
westminster,2019-01-01,january,2019,winter,pre-pandemic,0
barnet,2019-02-01,february,2019,winter,pre-pandemic,0
kensington and chelsea,2019-02-01,february,2019,winter,pre-pandemic,0
haringey,2019-02-01,february,2019,winter,pre-pandemic,0
westminster,2019-02-01,february,2019,winter,pre-pandemic,0
haringey,2019-02-01,february,2019,winter,pre-pandemic,0
lewisham,2019-02-01,february,2019,winter,pre-pandemic,0
islington,2019-02-01,february,2019,winter,pre-pandemic,0
kensington and chelsea,2019-02-01,february,2019,winter,pre-pandemic,1
havering,2019-02-01,february,2019,winter,pre-pandemic,1
redbridge,2019-02-01,february,2019,winter,pre-pandemic,1
brent,2019-02-01,february,2019,winter,pre-pandemic,0
islington,2019-02-01,february,2019,winter,pre-pandemic,0
haringey,2019-02-01,february,2019,winter,pre-pandemic,0
croydon,2019-02-01,february,2019,winter,pre-pandemic,0
hounslow,2019-02-01,february,2019,winter,pre-pandemic,0
wandsworth,2019-02-01,february,2019,winter,pre-pandemic,0
tower hamlets,2019-02-01,february,2019,winter,pre-pandemic,0
hounslow,2019-02-01,february,2019,winter,pre-pandemic,0
croydon,2019-02-01,february,2019,winter,pre-pandemic,0
waltham forest,2019-02-01,february,2019,winter,pre-pandemic,0
southwark,2019-03-01,march,2019,spring,pre-pandemic,0
hackney,2019-03-01,march,2019,spring,pre-pandemic,0
bexley,2019-03-01,march,2019,spring,pre-pandemic,0
waltham forest,2019-03-01,march,2019,spring,pre-pandemic,0
hammersmith and fulham,2019-03-01,march,2019,spring,pre-pandemic,0
hackney,2019-03-01,march,2019,spring,pre-pandemic,0
richmond upon thames,2019-03-01,march,2019,spring,pre-pandemic,0
redbridge,2019-03-01,march,2019,spring,pre-pandemic,0
hillingdon,2019-03-01,march,2019,spring,pre-pandemic,0
tower hamlets,2019-03-01,march,2019,spring,pre-pandemic,0
merton,2019-03-01,march,2019,spring,pre-pandemic,0
hounslow,2019-03-01,march,2019,spring,pre-pandemic,0
wandsworth,2019-03-01,march,2019,spring,pre-pandemic,0
lambeth,2019-03-01,march,2019,spring,pre-pandemic,0
kensington and chelsea,2019-04-01,april,2019,spring,pre-pandemic,0
hillingdon,2019-04-01,april,2019,spring,pre-pandemic,0
westminster,2019-04-01,april,2019,spring,pre-pandemic,0
newham,2019-04-01,april,2019,spring,pre-pandemic,0
barnet,2019-04-01,april,2019,spring,pre-pandemic,0
bromley,2019-04-01,april,2019,spring,pre-pandemic,0
wandsworth,2019-04-01,april,2019,spring,pre-pandemic,0
hackney,2019-04-01,april,2019,spring,pre-pandemic,0
barnet,2019-04-01,april,2019,spring,pre-pandemic,0
wandsworth,2019-04-01,april,2019,spring,pre-pandemic,0
hounslow,2019-05-01,may,2019,spring,pre-pandemic,0
ealing,2019-05-01,may,2019,spring,pre-pandemic,0
greenwich,2019-05-01,may,2019,spring,pre-pandemic,0
barking and dagenham,2019-05-01,may,2019,spring,pre-pandemic,0
barking and dagenham,2019-05-01,may,2019,spring,pre-pandemic,0
haringey,2019-05-01,may,2019,spring,pre-pandemic,0
westminster,2019-05-01,may,2019,spring,pre-pandemic,0
newham,2019-05-01,may,2019,spring,pre-pandemic,0
redbridge,2019-05-01,may,2019,spring,pre-pandemic,0
merton,2019-05-01,may,2019,spring,pre-pandemic,1
lambeth,2019-05-01,may,2019,spring,pre-pandemic,0
hammersmith and fulham,2019-05-01,may,2019,spring,pre-pandemic,1
ealing,2019-05-01,may,2019,spring,pre-pandemic,0
lewisham,2019-05-01,may,2019,spring,pre-pandemic,0
barking and dagenham,2019-05-01,may,2019,spring,pre-pandemic,0
newham,2019-05-01,may,2019,spring,pre-pandemic,0
lewisham,2019-05-01,may,2019,spring,pre-pandemic,0
kensington and chelsea,2019-05-01,may,2019,spring,pre-pandemic,0
southwark,2019-05-01,may,2019,spring,pre-pandemic,0
hackney,2019-05-01,may,2019,spring,pre-pandemic,0
barnet,2019-05-01,may,2019,spring,pre-pandemic,0
newham,2019-05-01,may,2019,spring,pre-pandemic,0
kensington and chelsea,2019-05-01,may,2019,spring,pre-pandemic,0
hillingdon,2019-05-01,may,2019,spring,pre-pandemic,0
bexley,2019-05-01,may,2019,spring,pre-pandemic,0
enfield,2019-05-01,may,2019,spring,pre-pandemic,0
waltham forest,2019-05-01,may,2019,spring,pre-pandemic,0
havering,2019-05-01,may,2019,spring,pre-pandemic,0
hackney,2019-05-01,may,2019,spring,pre-pandemic,0
hammersmith and fulham,2019-05-01,may,2019,spring,pre-pandemic,0
lewisham,2019-05-01,may,2019,spring,pre-pandemic,0
tower hamlets,2019-05-01,may,2019,spring,pre-pandemic,0
bromley,2019-06-01,june,2019,summer,pre-pandemic,0
bromley,2019-06-01,june,2019,summer,pre-pandemic,0
kensington and chelsea,2019-06-01,june,2019,summer,pre-pandemic,0
newham,2019-06-01,june,2019,summer,pre-pandemic,0
bromley,2019-06-01,june,2019,summer,pre-pandemic,0
bromley,2019-06-01,june,2019,summer,pre-pandemic,0
camden,2019-06-01,june,2019,summer,pre-pandemic,0
bexley,2019-06-01,june,2019,summer,pre-pandemic,0
kingston upon thames,2019-06-01,june,2019,summer,pre-pandemic,0
lewisham,2019-06-01,june,2019,summer,pre-pandemic,0
newham,2019-06-01,june,2019,summer,pre-pandemic,0
enfield,2019-06-01,june,2019,summer,pre-pandemic,0
westminster,2019-06-01,june,2019,summer,pre-pandemic,0
redbridge,2019-06-01,june,2019,summer,pre-pandemic,0
lewisham,2019-06-01,june,2019,summer,pre-pandemic,0
camden,2019-06-01,june,2019,summer,pre-pandemic,0
bromley,2019-06-01,june,2019,summer,pre-pandemic,0
hillingdon,2019-06-01,june,2019,summer,pre-pandemic,0
barnet,2019-06-01,june,2019,summer,pre-pandemic,0
croydon,2019-06-01,june,2019,summer,pre-pandemic,0
barnet,2019-06-01,june,2019,summer,pre-pandemic,0
greenwich,2019-06-01,june,2019,summer,pre-pandemic,0
merton,2019-06-01,june,2019,summer,pre-pandemic,0
westminster,2019-06-01,june,2019,summer,pre-pandemic,0
bromley,2019-06-01,june,2019,summer,pre-pandemic,0
westminster,2019-06-01,june,2019,summer,pre-pandemic,0
richmond upon thames,2019-06-01,june,2019,summer,pre-pandemic,0
tower hamlets,2019-06-01,june,2019,summer,pre-pandemic,0
richmond upon thames,2019-06-01,june,2019,summer,pre-pandemic,1
lewisham,2019-06-01,june,2019,summer,pre-pandemic,0
newham,2019-06-01,june,2019,summer,pre-pandemic,0
barnet,2019-07-01,july,2019,summer,pre-pandemic,0
croydon,2019-07-01,july,2019,summer,pre-pandemic,0
harrow,2019-07-01,july,2019,summer,pre-pandemic,0
lewisham,2019-07-01,july,2019,summer,pre-pandemic,0
wandsworth,2019-07-01,july,2019,summer,pre-pandemic,0
haringey,2019-07-01,july,2019,summer,pre-pandemic,0
hillingdon,2019-07-01,july,2019,summer,pre-pandemic,0
camden,2019-07-01,july,2019,summer,pre-pandemic,0
hammersmith and fulham,2019-07-01,july,2019,summer,pre-pandemic,1
southwark,2019-07-01,july,2019,summer,pre-pandemic,0
enfield,2019-07-01,july,2019,summer,pre-pandemic,0
westminster,2019-07-01,july,2019,summer,pre-pandemic,0
ealing,2019-07-01,july,2019,summer,pre-pandemic,0
waltham forest,2019-07-01,july,2019,summer,pre-pandemic,1
waltham forest,2019-07-01,july,2019,summer,pre-pandemic,1
havering,2019-07-01,july,2019,summer,pre-pandemic,0
enfield,2019-07-01,july,2019,summer,pre-pandemic,0
camden,2019-07-01,july,2019,summer,pre-pandemic,1
wandsworth,2019-07-01,july,2019,summer,pre-pandemic,1
hillingdon,2019-07-01,july,2019,summer,pre-pandemic,0
hammersmith and fulham,2019-07-01,july,2019,summer,pre-pandemic,0
camden,2019-07-01,july,2019,summer,pre-pandemic,0
greenwich,2019-07-01,july,2019,summer,pre-pandemic,0
wandsworth,2019-07-01,july,2019,summer,pre-pandemic,0
enfield,2019-07-01,july,2019,summer,pre-pandemic,0
haringey,2019-07-01,july,2019,summer,pre-pandemic,0
hammersmith and fulham,2019-07-01,july,2019,summer,pre-pandemic,1
havering,2019-07-01,july,2019,summer,pre-pandemic,1
greenwich,2019-08-01,august,2019,summer,pre-pandemic,0
hackney,2019-08-01,august,2019,summer,pre-pandemic,0
haringey,2019-08-01,august,2019,summer,pre-pandemic,0
greenwich,2019-08-01,august,2019,summer,pre-pandemic,0
southwark,2019-08-01,august,2019,summer,pre-pandemic,0
barnet,2019-08-01,august,2019,summer,pre-pandemic,0
croydon,2019-08-01,august,2019,summer,pre-pandemic,0
bromley,2019-08-01,august,2019,summer,pre-pandemic,0
newham,2019-08-01,august,2019,summer,pre-pandemic,1
merton,2019-08-01,august,2019,summer,pre-pandemic,0
ealing,2019-08-01,august,2019,summer,pre-pandemic,0
croydon,2019-08-01,august,2019,summer,pre-pandemic,1
hammersmith and fulham,2019-08-01,august,2019,summer,pre-pandemic,0
tower hamlets,2019-08-01,august,2019,summer,pre-pandemic,0
haringey,2019-08-01,august,2019,summer,pre-pandemic,0
bromley,2019-08-01,august,2019,summer,pre-pandemic,0
richmond upon thames,2019-08-01,august,2019,summer,pre-pandemic,1
croydon,2019-08-01,august,2019,summer,pre-pandemic,0
barnet,2019-08-01,august,2019,summer,pre-pandemic,0
barnet,2019-08-01,august,2019,summer,pre-pandemic,0
greenwich,2019-08-01,august,2019,summer,pre-pandemic,0
greenwich,2019-08-01,august,2019,summer,pre-pandemic,0
ealing,2019-08-01,august,2019,summer,pre-pandemic,0
sutton,2019-08-01,august,2019,summer,pre-pandemic,0
kingston upon thames,2019-08-01,august,2019,summer,pre-pandemic,0
camden,2019-08-01,august,2019,summer,pre-pandemic,0
tower hamlets,2019-08-01,august,2019,summer,pre-pandemic,0
lewisham,2019-08-01,august,2019,summer,pre-pandemic,0
barking and dagenham,2019-08-01,august,2019,summer,pre-pandemic,0
tower hamlets,2019-09-01,september,2019,autumn,pre-pandemic,0
hackney,2019-09-01,september,2019,autumn,pre-pandemic,0
haringey,2019-09-01,september,2019,autumn,pre-pandemic,0
hackney,2019-09-01,september,2019,autumn,pre-pandemic,0
hammersmith and fulham,2019-09-01,september,2019,autumn,pre-pandemic,0
lewisham,2019-09-01,september,2019,autumn,pre-pandemic,0
lewisham,2019-09-01,september,2019,autumn,pre-pandemic,0
harrow,2019-09-01,september,2019,autumn,pre-pandemic,0
barking and dagenham,2019-09-01,september,2019,autumn,pre-pandemic,0
croydon,2019-09-01,september,2019,autumn,pre-pandemic,0
croydon,2019-09-01,september,2019,autumn,pre-pandemic,0
greenwich,2019-09-01,september,2019,autumn,pre-pandemic,0
redbridge,2019-09-01,september,2019,autumn,pre-pandemic,1
hounslow,2019-09-01,september,2019,autumn,pre-pandemic,0
lewisham,2019-09-01,september,2019,autumn,pre-pandemic,0
lewisham,2019-09-01,september,2019,autumn,pre-pandemic,0
southwark,2019-09-01,september,2019,autumn,pre-pandemic,0
hackney,2019-09-01,september,2019,autumn,pre-pandemic,0
croydon,2019-09-01,september,2019,autumn,pre-pandemic,1
haringey,2019-09-01,september,2019,autumn,pre-pandemic,0
enfield,2019-09-01,september,2019,autumn,pre-pandemic,0
merton,2019-09-01,september,2019,autumn,pre-pandemic,0
southwark,2019-10-01,october,2019,autumn,pre-pandemic,0
hounslow,2019-10-01,october,2019,autumn,pre-pandemic,0
lewisham,2019-10-01,october,2019,autumn,pre-pandemic,0
barnet,2019-10-01,october,2019,autumn,pre-pandemic,0
lambeth,2019-10-01,october,2019,autumn,pre-pandemic,0
westminster,2019-10-01,october,2019,autumn,pre-pandemic,0
tower hamlets,2019-10-01,october,2019,autumn,pre-pandemic,0
tower hamlets,2019-10-01,october,2019,autumn,pre-pandemic,0
tower hamlets,2019-10-01,october,2019,autumn,pre-pandemic,0
hillingdon,2019-10-01,october,2019,autumn,pre-pandemic,0
westminster,2019-10-01,october,2019,autumn,pre-pandemic,0
tower hamlets,2019-10-01,october,2019,autumn,pre-pandemic,0
lewisham,2019-10-01,october,2019,autumn,pre-pandemic,0
tower hamlets,2019-10-01,october,2019,autumn,pre-pandemic,0
enfield,2019-10-01,october,2019,autumn,pre-pandemic,0
bexley,2019-10-01,october,2019,autumn,pre-pandemic,0
newham,2019-10-01,october,2019,autumn,pre-pandemic,0
newham,2019-10-01,october,2019,autumn,pre-pandemic,0
newham,2019-10-01,october,2019,autumn,pre-pandemic,0
newham,2019-10-01,october,2019,autumn,pre-pandemic,0
newham,2019-10-01,october,2019,autumn,pre-pandemic,0
camden,2019-10-01,october,2019,autumn,pre-pandemic,0
southwark,2019-10-01,october,2019,autumn,pre-pandemic,0
wandsworth,2019-10-01,october,2019,autumn,pre-pandemic,0
havering,2019-10-01,october,2019,autumn,pre-pandemic,1
bromley,2019-10-01,october,2019,autumn,pre-pandemic,0
croydon,2019-10-01,october,2019,autumn,pre-pandemic,0
enfield,2019-10-01,october,2019,autumn,pre-pandemic,0
tower hamlets,2019-10-01,october,2019,autumn,pre-pandemic,0
brent,2019-10-01,october,2019,autumn,pre-pandemic,0
islington,2019-10-01,october,2019,autumn,pre-pandemic,1
barking and dagenham,2019-10-01,october,2019,autumn,pre-pandemic,1
wandsworth,2019-10-01,october,2019,autumn,pre-pandemic,0
newham,2019-10-01,october,2019,autumn,pre-pandemic,0
hillingdon,2019-10-01,october,2019,autumn,pre-pandemic,0
havering,2019-10-01,october,2019,autumn,pre-pandemic,0
redbridge,2019-10-01,october,2019,autumn,pre-pandemic,1
richmond upon thames,2019-10-01,october,2019,autumn,pre-pandemic,0
lambeth,2019-10-01,october,2019,autumn,pre-pandemic,1
hounslow,2019-11-01,november,2019,autumn,pre-pandemic,0
newham,2019-11-01,november,2019,autumn,pre-pandemic,1
ealing,2019-11-01,november,2019,autumn,pre-pandemic,0
barking and dagenham,2019-11-01,november,2019,autumn,pre-pandemic,0
bexley,2019-11-01,november,2019,autumn,pre-pandemic,0
haringey,2019-11-01,november,2019,autumn,pre-pandemic,0
ealing,2019-11-01,november,2019,autumn,pre-pandemic,0
harrow,2019-11-01,november,2019,autumn,pre-pandemic,0
bromley,2019-11-01,november,2019,autumn,pre-pandemic,0
kensington and chelsea,2019-11-01,november,2019,autumn,pre-pandemic,0
greenwich,2019-11-01,november,2019,autumn,pre-pandemic,0
newham,2019-11-01,november,2019,autumn,pre-pandemic,1
enfield,2019-11-01,november,2019,autumn,pre-pandemic,0
croydon,2019-11-01,november,2019,autumn,pre-pandemic,1
newham,2019-11-01,november,2019,autumn,pre-pandemic,0
croydon,2019-11-01,november,2019,autumn,pre-pandemic,0
enfield,2019-11-01,november,2019,autumn,pre-pandemic,0
bromley,2019-11-01,november,2019,autumn,pre-pandemic,0
croydon,2019-11-01,november,2019,autumn,pre-pandemic,0
haringey,2019-11-01,november,2019,autumn,pre-pandemic,0
islington,2019-11-01,november,2019,autumn,pre-pandemic,0
lewisham,2019-11-01,november,2019,autumn,pre-pandemic,0
wandsworth,2019-11-01,november,2019,autumn,pre-pandemic,0
croydon,2019-11-01,november,2019,autumn,pre-pandemic,1
camden,2019-11-01,november,2019,autumn,pre-pandemic,1
brent,2019-11-01,november,2019,autumn,pre-pandemic,0
barnet,2019-11-01,november,2019,autumn,pre-pandemic,0
hammersmith and fulham,2019-10-01,october,2019,autumn,pre-pandemic,0
bromley,2019-11-01,november,2019,autumn,pre-pandemic,0
southwark,2019-11-01,november,2019,autumn,pre-pandemic,0
bromley,2019-10-01,october,2019,autumn,pre-pandemic,0
lambeth,2019-10-01,october,2019,autumn,pre-pandemic,0
camden,2019-12-01,december,2019,winter,pre-pandemic,1
hounslow,2019-12-01,december,2019,winter,pre-pandemic,0
tower hamlets,2019-12-01,december,2019,winter,pre-pandemic,0
redbridge,2019-12-01,december,2019,winter,pre-pandemic,1
bromley,2019-12-01,december,2019,winter,pre-pandemic,0
hackney,2019-12-01,december,2019,winter,pre-pandemic,0
greenwich,2019-12-01,december,2019,winter,pre-pandemic,1
hammersmith and fulham,2019-12-01,december,2019,winter,pre-pandemic,0
bexley,2019-12-01,december,2019,winter,pre-pandemic,0
wandsworth,2019-12-01,december,2019,winter,pre-pandemic,0
waltham forest,2019-12-01,december,2019,winter,pre-pandemic,0
greenwich,2019-12-01,december,2019,winter,pre-pandemic,0
greenwich,2019-12-01,december,2019,winter,pre-pandemic,0
sutton,2019-12-01,december,2019,winter,pre-pandemic,0
hackney,2019-12-01,december,2019,winter,pre-pandemic,0
greenwich,2019-12-01,december,2019,winter,pre-pandemic,0
hounslow,2019-12-01,december,2019,winter,pre-pandemic,0
enfield,2019-12-01,december,2019,winter,pre-pandemic,0
croydon,2019-12-01,december,2019,winter,pre-pandemic,0
westminster,2019-12-01,december,2019,winter,pre-pandemic,0
barking and dagenham,2019-12-01,december,2019,winter,pre-pandemic,0
enfield,2019-12-01,december,2019,winter,pre-pandemic,1
kensington and chelsea,2019-12-01,december,2019,winter,pre-pandemic,0
greenwich,2019-12-01,december,2019,winter,pre-pandemic,0
wandsworth,2020-01-01,january,2020,winter,pre-pandemic,0
hounslow,2020-01-01,january,2020,winter,pre-pandemic,0
richmond upon thames,2020-01-01,january,2020,winter,pre-pandemic,0
hillingdon,2020-01-01,january,2020,winter,pre-pandemic,1
lambeth,2020-01-01,january,2020,winter,pre-pandemic,0
merton,2020-01-01,january,2020,winter,pre-pandemic,0
ealing,2020-01-01,january,2020,winter,pre-pandemic,1
bromley,2020-01-01,january,2020,winter,pre-pandemic,0
bromley,2020-01-01,january,2020,winter,pre-pandemic,0
croydon,2020-01-01,january,2020,winter,pre-pandemic,0
waltham forest,2020-01-01,january,2020,winter,pre-pandemic,0
barking and dagenham,2020-01-01,january,2020,winter,pre-pandemic,0
enfield,2020-01-01,january,2020,winter,pre-pandemic,0
havering,2020-01-01,january,2020,winter,pre-pandemic,0
hammersmith and fulham,2020-01-01,january,2020,winter,pre-pandemic,0
wandsworth,2020-02-01,february,2020,winter,pre-pandemic,0
hillingdon,2020-02-01,february,2020,winter,pre-pandemic,0
hillingdon,2020-02-01,february,2020,winter,pre-pandemic,0
lambeth,2020-02-01,february,2020,winter,pre-pandemic,0
brent,2020-02-01,february,2020,winter,pre-pandemic,0
brent,2020-02-01,february,2020,winter,pre-pandemic,0
camden,2020-02-01,february,2020,winter,pre-pandemic,0
barnet,2020-02-01,february,2020,winter,pre-pandemic,0
haringey,2020-02-01,february,2020,winter,pre-pandemic,1
bromley,2020-02-01,february,2020,winter,pre-pandemic,0
bromley,2020-02-01,february,2020,winter,pre-pandemic,0
bromley,2020-02-01,february,2020,winter,pre-pandemic,0
bromley,2020-02-01,february,2020,winter,pre-pandemic,0
croydon,2020-02-01,february,2020,winter,pre-pandemic,0
croydon,2020-02-01,february,2020,winter,pre-pandemic,0
tower hamlets,2020-02-01,february,2020,winter,pre-pandemic,0
redbridge,2020-02-01,february,2020,winter,pre-pandemic,0
hackney,2020-02-01,february,2020,winter,pre-pandemic,0
barking and dagenham,2020-02-01,february,2020,winter,pre-pandemic,0
barking and dagenham,2020-02-01,february,2020,winter,pre-pandemic,0
enfield,2020-02-01,february,2020,winter,pre-pandemic,0
enfield,2020-02-01,february,2020,winter,pre-pandemic,0
hackney,2020-01-01,january,2020,winter,pre-pandemic,0
hackney,2020-01-01,january,2020,winter,pre-pandemic,0
kingston upon thames,2020-02-01,february,2020,winter,pre-pandemic,0
wandsworth,2020-03-01,march,2020,spring,post-pandemic,0
kingston upon thames,2020-03-01,march,2020,spring,post-pandemic,0
hounslow,2020-03-01,march,2020,spring,post-pandemic,0
brent,2020-03-01,march,2020,spring,post-pandemic,0
